episode,score,high_score,lives,steps,reward,reached_mid_checkpoint,completed_lap,epsilon
1179,0,30,0,18,-696.0,False,False,0.03
1180,0,30,0,18,-696.0,False,False,0.03
1181,50,80,0,65,-617.0,True,False,0.03
1182,0,30,0,18,-696.0,False,False,0.03
1183,50,70,0,42,-606.0,True,False,0.03
1184,0,30,0,18,-696.0,False,False,0.03
1185,50,70,0,37,-602.0,True,False,0.03
1186,0,30,0,18,-696.0,False,False,0.03
1187,0,30,0,18,-696.0,False,False,0.03
1188,0,30,0,18,-696.0,False,False,0.03
1189,0,30,0,18,-696.0,False,False,0.03
1190,0,30,0,18,-696.0,False,False,0.03
1191,0,30,0,18,-696.0,False,False,0.03
1192,0,30,0,18,-696.0,False,False,0.03
1193,0,30,0,18,-696.0,False,False,0.03
1194,0,30,0,18,-696.0,False,False,0.03
1195,0,30,0,18,-696.0,False,False,0.03
1196,0,30,0,18,-696.0,False,False,0.03
1197,0,30,0,18,-696.0,False,False,0.03
1198,0,30,0,18,-696.0,False,False,0.03
1199,0,30,0,18,-696.0,False,False,0.03
1200,0,30,0,18,-696.0,False,False,0.03
1201,0,30,0,18,-696.0,False,False,0.03
1202,0,30,0,18,-696.0,False,False,0.03
1203,0,30,0,18,-696.0,False,False,0.03
1204,0,30,0,18,-696.0,False,False,0.03
1205,0,30,0,18,-696.0,False,False,0.03
1206,0,30,0,18,-696.0,False,False,0.03
1207,0,30,0,18,-695.0,False,False,0.03
1208,0,30,0,18,-696.0,False,False,0.03
1209,0,30,0,18,-696.0,False,False,0.03
1210,0,30,0,18,-696.0,False,False,0.03
1211,50,70,0,64,-630.0,True,False,0.03
1212,0,30,0,18,-696.0,False,False,0.03
1213,0,30,0,18,-696.0,False,False,0.03
1214,0,30,0,18,-695.0,False,False,0.03
1215,50,70,0,37,-603.0,True,False,0.03
1216,0,30,0,18,-696.0,False,False,0.03
1217,0,30,0,18,-696.0,False,False,0.03
1218,0,30,0,18,-696.0,False,False,0.03
1219,0,30,0,18,-696.0,False,False,0.03
1220,0,30,0,18,-696.0,False,False,0.03
1221,0,30,0,18,-696.0,False,False,0.03
1222,0,30,0,18,-696.0,False,False,0.03
1223,0,30,0,18,-696.0,False,False,0.03
1224,50,70,0,36,-598.0,True,False,0.03
1225,0,30,0,18,-696.0,False,False,0.03
1226,0,30,0,18,-696.0,False,False,0.03
1227,0,30,0,18,-696.0,False,False,0.03
1228,0,30,0,18,-696.0,False,False,0.03
1229,0,30,0,18,-696.0,False,False,0.03
1230,0,30,0,18,-696.0,False,False,0.03
1231,0,30,0,18,-696.0,False,False,0.03
1232,0,30,0,18,-696.0,False,False,0.03
1233,150,160,0,37,-327.0,True,True,0.03
1234,0,30,0,17,-695.0,False,False,0.03
1235,0,30,0,18,-696.0,False,False,0.03
1236,0,30,0,18,-696.0,False,False,0.03
1237,0,30,0,18,-696.0,False,False,0.03
1238,0,30,0,18,-696.0,False,False,0.03
1239,0,30,0,18,-696.0,False,False,0.03
1240,0,30,0,18,-696.0,False,False,0.03
1241,0,30,0,18,-696.0,False,False,0.03
1242,50,70,0,37,-600.0,True,False,0.03
1243,0,30,0,18,-696.0,False,False,0.03
1244,0,30,0,18,-696.0,False,False,0.03
1245,0,30,0,18,-696.0,False,False,0.03
1246,0,30,0,18,-696.0,False,False,0.03
1247,0,30,0,18,-696.0,False,False,0.03
1248,0,30,0,18,-696.0,False,False,0.03
1249,0,30,0,18,-696.0,False,False,0.03
1250,0,30,0,18,-696.0,False,False,0.03
1251,0,30,0,18,-696.0,False,False,0.03
1252,150,170,0,64,-345.0,True,True,0.03
1253,0,30,0,18,-696.0,False,False,0.03
1254,0,30,0,18,-696.0,False,False,0.03
1255,0,30,0,18,-696.0,False,False,0.03
1256,0,30,0,18,-696.0,False,False,0.03
1257,50,60,0,36,-594.0,True,False,0.03
1258,0,30,0,18,-696.0,False,False,0.03
1259,0,30,0,18,-696.0,False,False,0.03
1260,0,30,0,18,-696.0,False,False,0.03
1261,0,30,0,12,-692.0,False,False,0.03
1262,0,30,0,18,-696.0,False,False,0.03
1263,0,30,0,18,-696.0,False,False,0.03
1264,0,30,0,18,-696.0,False,False,0.03
1265,0,30,0,18,-696.0,False,False,0.03
1266,50,60,0,36,-598.0,True,False,0.03
1267,0,30,0,18,-696.0,False,False,0.03
1268,0,30,0,18,-695.0,False,False,0.03
1269,50,70,0,36,-603.0,True,False,0.03
1270,0,30,0,18,-696.0,False,False,0.03
1271,0,30,0,18,-696.0,False,False,0.03
1272,0,30,0,18,-696.0,False,False,0.03
1273,50,70,0,37,-602.0,True,False,0.03
1274,0,30,0,18,-696.0,False,False,0.03
1275,50,70,0,37,-602.0,True,False,0.03
1276,0,30,0,18,-696.0,False,False,0.03
1277,0,30,0,18,-696.0,False,False,0.03
1278,0,30,0,18,-696.0,False,False,0.03
1279,50,60,0,36,-598.0,True,False,0.03
1280,0,30,0,18,-696.0,False,False,0.03
1281,0,30,0,18,-696.0,False,False,0.03
1282,0,30,0,18,-696.0,False,False,0.03
1283,0,30,0,18,-696.0,False,False,0.03
1284,0,30,0,18,-696.0,False,False,0.03
1285,0,10,0,7,-696.0,False,False,0.03
1286,0,30,0,18,-696.0,False,False,0.03
1287,0,30,0,18,-695.0,False,False,0.03
1288,0,30,0,18,-696.0,False,False,0.03
1289,0,30,0,18,-695.0,False,False,0.03
1290,0,30,0,18,-696.0,False,False,0.03
1291,0,30,0,18,-696.0,False,False,0.03
1292,0,30,0,18,-696.0,False,False,0.03
1293,150,170,0,56,-332.0,True,True,0.03
1294,0,30,0,18,-696.0,False,False,0.03
1295,0,30,0,18,-696.0,False,False,0.03
1296,0,30,0,18,-698.0,False,False,0.03
1297,0,30,0,18,-696.0,False,False,0.03
1298,0,30,0,18,-696.0,False,False,0.03
1299,0,30,0,18,-694.0,False,False,0.03
1300,0,30,0,18,-696.0,False,False,0.03
1301,0,30,0,18,-696.0,False,False,0.03
1302,0,30,0,18,-696.0,False,False,0.03
1303,0,30,0,18,-696.0,False,False,0.03
1304,0,30,0,18,-696.0,False,False,0.03
1305,0,30,0,18,-696.0,False,False,0.03
1306,0,30,0,18,-696.0,False,False,0.03
1307,0,30,0,15,-693.0,False,False,0.03
1308,50,70,0,37,-602.0,True,False,0.03
1309,0,30,0,18,-696.0,False,False,0.03
1310,0,30,0,18,-696.0,False,False,0.03
1311,0,30,0,18,-696.0,False,False,0.03
1312,50,60,0,36,-602.0,True,False,0.03
1313,0,30,0,18,-696.0,False,False,0.03
1314,0,30,0,18,-696.0,False,False,0.03
1315,0,30,0,18,-696.0,False,False,0.03
1316,0,30,0,18,-696.0,False,False,0.03
1317,0,10,0,43,-731.0,False,False,0.03
1318,0,30,0,18,-696.0,False,False,0.03
1319,0,30,0,18,-696.0,False,False,0.03
1320,0,30,0,18,-696.0,False,False,0.03
1321,0,30,0,18,-696.0,False,False,0.03
1322,0,30,0,18,-696.0,False,False,0.03
1323,0,30,0,18,-696.0,False,False,0.03
1324,0,30,0,18,-696.0,False,False,0.03
1325,0,30,0,18,-696.0,False,False,0.03
1326,0,30,0,52,-732.0,False,False,0.03
1327,0,10,0,7,-696.0,False,False,0.03
1328,0,30,0,18,-696.0,False,False,0.03
1329,0,30,0,18,-696.0,False,False,0.03
1330,0,30,0,18,-696.0,False,False,0.03
1331,0,30,0,18,-696.0,False,False,0.03
1332,0,30,0,18,-696.0,False,False,0.03
1333,50,70,0,37,-603.0,True,False,0.03
1334,0,30,0,18,-696.0,False,False,0.03
1335,0,30,0,18,-696.0,False,False,0.03
1336,0,30,0,18,-696.0,False,False,0.03
1337,0,30,0,18,-696.0,False,False,0.03
1338,0,30,0,18,-696.0,False,False,0.03
1339,0,30,0,18,-696.0,False,False,0.03
1340,0,30,0,18,-696.0,False,False,0.03
1341,0,30,0,18,-696.0,False,False,0.03
1342,0,30,0,18,-696.0,False,False,0.03
1343,0,30,0,18,-696.0,False,False,0.03
1344,0,30,0,18,-696.0,False,False,0.03
1345,0,10,0,7,-696.0,False,False,0.03
1346,0,30,0,18,-696.0,False,False,0.03
1347,0,10,0,7,-696.0,False,False,0.03
1348,0,30,0,18,-696.0,False,False,0.03
1349,0,30,0,18,-696.0,False,False,0.03
1350,0,30,0,18,-696.0,False,False,0.03
1351,50,70,0,37,-601.0,True,False,0.03
1352,0,30,0,18,-696.0,False,False,0.03
1353,0,30,0,18,-696.0,False,False,0.03
1354,0,30,0,18,-696.0,False,False,0.03
1355,0,30,0,24,-699.0,False,False,0.03
1356,0,30,0,18,-696.0,False,False,0.03
1357,0,30,0,18,-696.0,False,False,0.03
1358,0,30,0,18,-696.0,False,False,0.03
1359,0,30,0,18,-696.0,False,False,0.03
1360,0,30,0,18,-696.0,False,False,0.03
1361,0,30,0,18,-696.0,False,False,0.03
1362,0,30,0,18,-696.0,False,False,0.03
1363,0,30,0,18,-695.0,False,False,0.03
1364,50,60,0,36,-601.0,True,False,0.03
1365,0,30,0,18,-696.0,False,False,0.03
1366,0,30,0,18,-696.0,False,False,0.03
1367,0,30,0,18,-696.0,False,False,0.03
1368,0,30,0,18,-696.0,False,False,0.03
1369,150,160,0,37,-327.0,True,True,0.03
1370,0,30,0,17,-695.0,False,False,0.03
1371,150,160,0,37,-327.0,True,True,0.03
1372,0,30,0,18,-696.0,False,False,0.03
1373,0,30,0,18,-696.0,False,False,0.03
1374,50,70,0,36,-601.0,True,False,0.03
1375,0,30,0,18,-695.0,False,False,0.03
1376,0,30,0,18,-696.0,False,False,0.03
1377,0,30,0,12,-692.0,False,False,0.03
1378,0,30,0,18,-696.0,False,False,0.03
1379,0,30,0,18,-695.0,False,False,0.03
1380,0,30,0,18,-696.0,False,False,0.03
1381,0,30,0,18,-696.0,False,False,0.03
1382,0,10,0,7,-696.0,False,False,0.03
1383,0,30,0,18,-696.0,False,False,0.03
1384,0,30,0,18,-696.0,False,False,0.03
1385,0,30,0,18,-696.0,False,False,0.03
1386,0,30,0,18,-696.0,False,False,0.03
1387,50,60,0,36,-598.0,True,False,0.03
1388,0,30,0,18,-696.0,False,False,0.03
1389,0,30,0,18,-696.0,False,False,0.03
1390,0,30,0,18,-696.0,False,False,0.03
1391,0,30,0,18,-696.0,False,False,0.03
1392,0,20,0,18,-696.0,False,False,0.03
1393,0,30,0,18,-696.0,False,False,0.03
1394,0,30,0,17,-695.0,False,False,0.03
1395,0,30,0,18,-696.0,False,False,0.03
1396,0,30,0,18,-696.0,False,False,0.03
1397,0,10,0,43,-731.0,False,False,0.03
1398,0,30,0,18,-696.0,False,False,0.03
1399,0,30,0,18,-696.0,False,False,0.03
1400,0,30,0,18,-696.0,False,False,0.03
1401,0,30,0,18,-696.0,False,False,0.03
1402,0,30,0,18,-696.0,False,False,0.03
1403,0,30,0,18,-696.0,False,False,0.03
1404,0,30,0,18,-696.0,False,False,0.03
1405,0,30,0,24,-699.0,False,False,0.03
1406,0,30,0,18,-696.0,False,False,0.03
1407,0,30,0,18,-694.0,False,False,0.03
1408,0,30,0,17,-695.0,False,False,0.03
1409,0,30,0,18,-696.0,False,False,0.03
1410,0,30,0,18,-696.0,False,False,0.03
1411,0,30,0,18,-696.0,False,False,0.03
1412,0,30,0,18,-696.0,False,False,0.03
1413,0,30,0,18,-696.0,False,False,0.03
1414,0,30,0,18,-696.0,False,False,0.03
1415,0,30,0,18,-696.0,False,False,0.03
1416,0,30,0,18,-696.0,False,False,0.03
1417,0,30,0,18,-696.0,False,False,0.03
1418,0,30,0,18,-696.0,False,False,0.03
1419,0,30,0,18,-696.0,False,False,0.03
1420,50,70,0,37,-601.0,True,False,0.03
1421,0,30,0,18,-696.0,False,False,0.03
1422,0,30,0,18,-696.0,False,False,0.03
1423,50,60,0,19,-596.0,True,False,0.03
1424,0,30,0,18,-696.0,False,False,0.03
1425,0,30,0,18,-696.0,False,False,0.03
1426,0,30,0,18,-696.0,False,False,0.03
1427,0,30,0,18,-696.0,False,False,0.03
1428,0,30,0,18,-696.0,False,False,0.03
1429,0,30,0,18,-696.0,False,False,0.03
1430,0,30,0,18,-696.0,False,False,0.03
1431,0,30,0,18,-696.0,False,False,0.03
1432,0,30,0,18,-696.0,False,False,0.03
1433,50,70,0,37,-603.0,True,False,0.03
1434,0,30,0,18,-696.0,False,False,0.03
1435,0,30,0,18,-696.0,False,False,0.03
1436,0,30,0,18,-696.0,False,False,0.03
1437,0,30,0,18,-696.0,False,False,0.03
1438,0,30,0,18,-696.0,False,False,0.03
1439,0,30,0,18,-696.0,False,False,0.03
1440,0,30,0,18,-696.0,False,False,0.03
1441,0,30,0,18,-696.0,False,False,0.03
1442,150,160,0,63,-351.0,True,True,0.03
1443,0,30,0,18,-696.0,False,False,0.03
1444,150,170,0,64,-345.0,True,True,0.03
1445,0,30,0,18,-696.0,False,False,0.03
1446,0,30,0,18,-696.0,False,False,0.03
1447,0,30,0,18,-695.0,False,False,0.03
1448,50,60,0,36,-600.0,True,False,0.03
1449,0,30,0,18,-696.0,False,False,0.03
1450,0,30,0,18,-696.0,False,False,0.03
1451,0,30,0,18,-696.0,False,False,0.03
1452,0,10,0,7,-696.0,False,False,0.03
1453,0,30,0,18,-696.0,False,False,0.03
1454,0,30,0,18,-696.0,False,False,0.03
1455,0,30,0,18,-696.0,False,False,0.03
1456,0,30,0,18,-696.0,False,False,0.03
1457,0,30,0,18,-696.0,False,False,0.03
1458,0,30,0,18,-696.0,False,False,0.03
1459,0,30,0,18,-696.0,False,False,0.03
1460,50,70,0,37,-602.0,True,False,0.03
1461,0,30,0,18,-696.0,False,False,0.03
1462,50,60,0,36,-598.0,True,False,0.03
1463,0,30,0,18,-696.0,False,False,0.03
1464,0,30,0,15,-693.0,False,False,0.03
1465,150,160,0,37,-327.0,True,True,0.03
1466,0,30,0,18,-696.0,False,False,0.03
1467,0,30,0,18,-696.0,False,False,0.03
1468,0,30,0,18,-696.0,False,False,0.03
1469,0,30,0,18,-696.0,False,False,0.03
1470,0,30,0,18,-696.0,False,False,0.03
1471,50,70,0,37,-601.0,True,False,0.03
1472,0,30,0,18,-696.0,False,False,0.03
1473,0,30,0,18,-696.0,False,False,0.03
1474,100,110,0,30,-437.0,True,True,0.03
1475,0,30,0,18,-696.0,False,False,0.03
1476,0,30,0,18,-696.0,False,False,0.03
1477,50,60,0,27,-591.0,True,False,0.03
1478,0,30,0,18,-696.0,False,False,0.03
1479,0,30,0,18,-696.0,False,False,0.03
1480,0,30,0,18,-696.0,False,False,0.03
1481,0,30,0,18,-696.0,False,False,0.03
1482,0,30,0,18,-696.0,False,False,0.03
1483,0,30,0,18,-696.0,False,False,0.03
1484,0,30,0,18,-696.0,False,False,0.03
1485,0,30,0,18,-696.0,False,False,0.03
1486,0,30,0,18,-695.0,False,False,0.03
1487,0,30,0,18,-696.0,False,False,0.03
1488,0,30,0,18,-696.0,False,False,0.03
1489,0,30,0,18,-696.0,False,False,0.03
1490,0,30,0,18,-698.0,False,False,0.03
1491,0,30,0,18,-696.0,False,False,0.03
1492,0,30,0,18,-695.0,False,False,0.03
1493,0,30,0,18,-696.0,False,False,0.03
1494,0,30,0,18,-696.0,False,False,0.03
1495,0,30,0,18,-696.0,False,False,0.03
1496,0,30,0,18,-698.0,False,False,0.03
1497,0,30,0,18,-696.0,False,False,0.03
1498,0,30,0,12,-692.0,False,False,0.03
1499,0,30,0,18,-696.0,False,False,0.03
1500,0,30,0,18,-696.0,False,False,0.03
1501,150,160,0,37,-327.0,True,True,0.03
1502,0,30,0,18,-696.0,False,False,0.03
1503,0,30,0,18,-696.0,False,False,0.03
1504,0,30,0,18,-696.0,False,False,0.03
1505,0,30,0,18,-696.0,False,False,0.03
1506,0,30,0,18,-696.0,False,False,0.03
1507,0,30,0,17,-695.0,False,False,0.03
1508,0,30,0,18,-696.0,False,False,0.03
1509,0,30,0,18,-696.0,False,False,0.03
1510,0,30,0,18,-696.0,False,False,0.03
1511,0,30,0,18,-696.0,False,False,0.03
1512,0,30,0,18,-696.0,False,False,0.03
1513,0,30,0,18,-696.0,False,False,0.03
1514,0,30,0,12,-692.0,False,False,0.03
1515,0,30,0,18,-696.0,False,False,0.03
1516,0,30,0,18,-696.0,False,False,0.03
1517,0,30,0,18,-696.0,False,False,0.03
1518,0,30,0,18,-696.0,False,False,0.03
1519,0,30,0,18,-696.0,False,False,0.03
1520,0,30,0,18,-695.0,False,False,0.03
1521,0,30,0,18,-696.0,False,False,0.03
1522,0,30,0,18,-696.0,False,False,0.03
1523,0,30,0,18,-696.0,False,False,0.03
1524,0,30,0,18,-696.0,False,False,0.03
1525,0,30,0,18,-695.0,False,False,0.03
1526,0,30,0,18,-696.0,False,False,0.03
1527,0,30,0,18,-696.0,False,False,0.03
1528,0,30,0,18,-696.0,False,False,0.03
1529,0,30,0,18,-696.0,False,False,0.03
1530,0,30,0,18,-696.0,False,False,0.03
1531,50,70,0,37,-601.0,True,False,0.03
1532,0,30,0,18,-696.0,False,False,0.03
1533,0,30,0,42,-722.0,False,False,0.03
1534,0,30,0,18,-696.0,False,False,0.03
1535,0,30,0,18,-696.0,False,False,0.03
1536,0,30,0,18,-696.0,False,False,0.03
1537,0,30,0,18,-696.0,False,False,0.03
1538,0,30,0,18,-696.0,False,False,0.03
1539,0,30,0,18,-696.0,False,False,0.03
1540,0,30,0,24,-699.0,False,False,0.03
1541,0,30,0,18,-696.0,False,False,0.03
1542,0,10,0,7,-696.0,False,False,0.03
1543,0,30,0,18,-696.0,False,False,0.03
1544,0,30,0,18,-696.0,False,False,0.03
1545,0,30,0,18,-696.0,False,False,0.03
1546,0,30,0,18,-696.0,False,False,0.03
1547,0,30,0,18,-696.0,False,False,0.03
1548,0,30,0,12,-695.0,False,False,0.03
1549,0,30,0,18,-694.0,False,False,0.03
1550,0,30,0,18,-696.0,False,False,0.03
1551,0,30,0,15,-693.0,False,False,0.03
1552,0,30,0,18,-696.0,False,False,0.03
1553,50,70,0,36,-600.0,True,False,0.03
1554,50,70,0,37,-603.0,True,False,0.03
1555,0,30,0,18,-696.0,False,False,0.03
1556,0,30,0,18,-696.0,False,False,0.03
1557,0,30,0,18,-696.0,False,False,0.03
1558,0,30,0,42,-722.0,False,False,0.03
1559,0,30,0,18,-696.0,False,False,0.03
1560,0,10,0,7,-696.0,False,False,0.03
1561,0,30,0,18,-695.0,False,False,0.03
1562,0,10,0,43,-730.0,False,False,0.03
1563,0,30,0,18,-698.0,False,False,0.03
1564,0,30,0,18,-696.0,False,False,0.03
1565,0,30,0,18,-696.0,False,False,0.03
1566,0,30,0,18,-696.0,False,False,0.03
1567,0,20,0,18,-696.0,False,False,0.03
1568,0,30,0,18,-696.0,False,False,0.03
1569,0,30,0,18,-696.0,False,False,0.03
1570,0,30,0,18,-696.0,False,False,0.03
1571,0,30,0,17,-695.0,False,False,0.03
1572,0,30,0,18,-696.0,False,False,0.03
1573,0,30,0,18,-696.0,False,False,0.03
1574,0,30,0,18,-694.0,False,False,0.03
1575,0,30,0,18,-696.0,False,False,0.03
1576,0,30,0,18,-696.0,False,False,0.03
1577,0,30,0,18,-696.0,False,False,0.03
1578,0,30,0,17,-694.0,False,False,0.03
1579,0,30,0,18,-696.0,False,False,0.03
1580,0,30,0,18,-696.0,False,False,0.03
1581,0,30,0,15,-693.0,False,False,0.03
1582,0,30,0,18,-696.0,False,False,0.03
1583,0,30,0,18,-696.0,False,False,0.03
1584,0,30,0,18,-696.0,False,False,0.03
1585,0,30,0,18,-696.0,False,False,0.03
1586,0,30,0,18,-696.0,False,False,0.03
1587,0,30,0,18,-696.0,False,False,0.03
1588,0,30,0,18,-696.0,False,False,0.03
1589,0,30,0,18,-696.0,False,False,0.03
1590,0,30,0,18,-696.0,False,False,0.03
1591,50,60,0,27,-593.0,True,False,0.03
1592,50,70,0,37,-601.0,True,False,0.03
1593,0,30,0,18,-696.0,False,False,0.03
1594,0,30,0,18,-696.0,False,False,0.03
1595,0,30,0,18,-696.0,False,False,0.03
1596,0,30,0,18,-696.0,False,False,0.03
1597,0,30,0,18,-696.0,False,False,0.03
1598,0,30,0,18,-696.0,False,False,0.03
1599,0,30,0,18,-696.0,False,False,0.03
1600,0,30,0,18,-696.0,False,False,0.03
1601,0,30,0,18,-696.0,False,False,0.03
1602,0,30,0,18,-696.0,False,False,0.03
1603,0,30,0,18,-695.0,False,False,0.03
1604,0,30,0,18,-694.0,False,False,0.03
1605,0,30,0,18,-696.0,False,False,0.03
1606,0,30,0,18,-696.0,False,False,0.03
1607,0,10,0,7,-696.0,False,False,0.03
1608,0,30,0,18,-696.0,False,False,0.03
1609,0,30,0,18,-696.0,False,False,0.03
1610,0,30,0,18,-696.0,False,False,0.03
1611,0,20,0,18,-696.0,False,False,0.03
1612,0,30,0,18,-696.0,False,False,0.03
1613,0,30,0,18,-696.0,False,False,0.03
1614,0,30,0,18,-696.0,False,False,0.03
1615,0,30,0,18,-696.0,False,False,0.03
1616,0,30,0,18,-696.0,False,False,0.03
1617,0,30,0,18,-696.0,False,False,0.03
1618,0,30,0,18,-696.0,False,False,0.03
1619,50,60,0,36,-598.0,True,False,0.03
1620,0,30,0,18,-696.0,False,False,0.03
1621,0,30,0,18,-696.0,False,False,0.03
1622,0,30,0,18,-696.0,False,False,0.03
1623,0,30,0,12,-692.0,False,False,0.03
1624,0,20,0,18,-696.0,False,False,0.03
1625,0,30,0,18,-696.0,False,False,0.03
1626,0,30,0,18,-696.0,False,False,0.03
1627,0,30,0,18,-696.0,False,False,0.03
1628,0,30,0,43,-727.0,False,False,0.03
1629,0,30,0,18,-696.0,False,False,0.03
1630,50,70,0,37,-602.0,True,False,0.03
1631,150,160,0,37,-327.0,True,True,0.03
1632,0,30,0,18,-696.0,False,False,0.03
1633,0,30,0,18,-694.0,False,False,0.03
1634,0,30,0,18,-696.0,False,False,0.03
1635,0,30,0,18,-696.0,False,False,0.03
1636,150,160,0,37,-327.0,True,True,0.03
1637,0,30,0,18,-696.0,False,False,0.03
1638,0,30,0,18,-696.0,False,False,0.03
1639,50,70,0,37,-602.0,True,False,0.03
1640,0,30,0,18,-695.0,False,False,0.03
1641,0,30,0,18,-696.0,False,False,0.03
1642,0,30,0,18,-696.0,False,False,0.03
1643,0,30,0,18,-696.0,False,False,0.03
1644,0,10,0,7,-696.0,False,False,0.03
1645,0,30,0,18,-696.0,False,False,0.03
1646,0,30,0,18,-696.0,False,False,0.03
1647,50,70,0,36,-601.0,True,False,0.03
1648,0,30,0,18,-696.0,False,False,0.03
1649,0,30,0,18,-696.0,False,False,0.03
1650,0,30,0,18,-696.0,False,False,0.03
1651,0,30,0,17,-695.0,False,False,0.03
1652,50,70,0,37,-602.0,True,False,0.03
1653,0,30,0,18,-696.0,False,False,0.03
1654,0,30,0,18,-696.0,False,False,0.03
1655,0,30,0,18,-696.0,False,False,0.03
1656,0,30,0,18,-696.0,False,False,0.03
1657,0,30,0,18,-696.0,False,False,0.03
1658,0,30,0,18,-696.0,False,False,0.03
1659,0,30,0,18,-696.0,False,False,0.03
1660,0,30,0,18,-696.0,False,False,0.03
1661,0,30,0,18,-696.0,False,False,0.03
1662,0,30,0,17,-695.0,False,False,0.03
1663,0,30,0,18,-696.0,False,False,0.03
1664,0,30,0,18,-696.0,False,False,0.03
1665,0,30,0,18,-696.0,False,False,0.03
1666,0,30,0,18,-696.0,False,False,0.03
1667,0,30,0,18,-696.0,False,False,0.03
1668,0,30,0,18,-696.0,False,False,0.03
1669,0,30,0,18,-696.0,False,False,0.03
1670,50,60,0,37,-604.0,True,False,0.03
1671,0,30,0,18,-696.0,False,False,0.03
1672,0,30,0,18,-696.0,False,False,0.03
1673,0,30,0,18,-696.0,False,False,0.03
1674,0,30,0,18,-696.0,False,False,0.03
1675,0,30,0,18,-696.0,False,False,0.03
1676,50,70,0,37,-603.0,True,False,0.03
1677,0,30,0,18,-696.0,False,False,0.03
1678,0,30,0,18,-696.0,False,False,0.03
1679,0,30,0,18,-696.0,False,False,0.03
1680,0,30,0,18,-696.0,False,False,0.03
1681,0,30,0,18,-696.0,False,False,0.03
1682,0,20,0,18,-696.0,False,False,0.03
1683,150,160,0,37,-327.0,True,True,0.03
1684,0,30,0,18,-696.0,False,False,0.03
1685,0,30,0,18,-696.0,False,False,0.03
1686,0,30,0,18,-696.0,False,False,0.03
1687,0,30,0,18,-696.0,False,False,0.03
1688,0,30,0,18,-696.0,False,False,0.03
1689,0,30,0,18,-696.0,False,False,0.03
1690,0,30,0,18,-696.0,False,False,0.03
1691,0,30,0,18,-696.0,False,False,0.03
1692,0,10,0,7,-696.0,False,False,0.03
1693,0,30,0,18,-696.0,False,False,0.03
1694,0,30,0,18,-696.0,False,False,0.03
1695,150,160,0,37,-330.0,True,True,0.03
1696,0,30,0,18,-696.0,False,False,0.03
1697,150,170,0,64,-344.0,True,True,0.03
1698,50,70,0,37,-603.0,True,False,0.03
1699,0,30,0,18,-696.0,False,False,0.03
1700,0,30,0,18,-696.0,False,False,0.03
1701,0,30,0,18,-696.0,False,False,0.03
1702,0,30,0,18,-696.0,False,False,0.03
1703,0,30,0,18,-696.0,False,False,0.03
1704,0,30,0,18,-696.0,False,False,0.03
1705,0,30,0,18,-696.0,False,False,0.03
1706,0,30,0,18,-696.0,False,False,0.03
1707,0,30,0,18,-696.0,False,False,0.03
1708,0,30,0,18,-696.0,False,False,0.03
1709,50,80,0,65,-628.0,True,False,0.03
1710,0,30,0,18,-695.0,False,False,0.03
1711,0,30,0,18,-696.0,False,False,0.03
1712,0,30,0,18,-696.0,False,False,0.03
1713,150,160,0,37,-327.0,True,True,0.03
1714,0,30,0,18,-696.0,False,False,0.03
1715,0,30,0,18,-696.0,False,False,0.03
1716,0,30,0,18,-696.0,False,False,0.03
1717,150,160,0,37,-327.0,True,True,0.03
1718,50,70,0,64,-629.0,True,False,0.03
1719,0,30,0,18,-696.0,False,False,0.03
1720,50,60,0,36,-598.0,True,False,0.03
1721,0,30,0,18,-696.0,False,False,0.03
1722,50,70,0,37,-602.0,True,False,0.03
1723,0,30,0,18,-696.0,False,False,0.03
1724,0,30,0,18,-696.0,False,False,0.03
1725,150,160,0,37,-327.0,True,True,0.03
1726,50,60,0,36,-598.0,True,False,0.03
1727,0,30,0,18,-696.0,False,False,0.03
1728,0,30,0,18,-694.0,False,False,0.03
1729,0,30,0,18,-696.0,False,False,0.03
1730,0,30,0,18,-696.0,False,False,0.03
1731,0,30,0,18,-696.0,False,False,0.03
1732,0,30,0,18,-696.0,False,False,0.03
1733,0,30,0,18,-696.0,False,False,0.03
1734,150,160,0,37,-327.0,True,True,0.03
1735,0,30,0,17,-695.0,False,False,0.03
1736,0,30,0,18,-696.0,False,False,0.03
1737,0,30,0,18,-696.0,False,False,0.03
1738,50,60,0,27,-593.0,True,False,0.03
1739,0,30,0,18,-696.0,False,False,0.03
1740,0,30,0,18,-696.0,False,False,0.03
1741,0,30,0,18,-696.0,False,False,0.03
1742,0,30,0,18,-696.0,False,False,0.03
1743,0,30,0,18,-696.0,False,False,0.03
1744,0,30,0,18,-696.0,False,False,0.03
1745,0,30,0,15,-693.0,False,False,0.03
1746,0,30,0,18,-696.0,False,False,0.03
1747,50,60,0,36,-598.0,True,False,0.03
1748,0,30,0,18,-694.0,False,False,0.03
1749,0,30,0,18,-695.0,False,False,0.03
1750,50,70,0,36,-601.0,True,False,0.03
1751,0,30,0,18,-696.0,False,False,0.03
1752,50,70,0,37,-605.0,True,False,0.03
1753,0,30,0,18,-696.0,False,False,0.03
1754,0,30,0,18,-696.0,False,False,0.03
1755,50,70,0,37,-602.0,True,False,0.03
1756,0,30,0,18,-696.0,False,False,0.03
1757,0,30,0,18,-696.0,False,False,0.03
1758,0,30,0,18,-696.0,False,False,0.03
1759,0,30,0,17,-695.0,False,False,0.03
